projid,external_management,client_base,risk,contract_type,Contractor_type,Delivery_model,state,jv,Sector,Profit Center Lock indicator,recur_revenue,Service_focus,Contract_type2,actual_margin,original_bid_margin,Days,start_year,Bid_margin_per_day
661,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,1,Type 3,223105.87,118568,212,2017, 559 
662,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,1456410.45,1256847.84,553,2017," 2,273 "
663,no,Private Sector,1,1,1,2,British Columbia,no,Red,yes,N,11,Type 1,14422.5,10337,0,2017, -   
664,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,321934.11,181698.67,95,2017," 1,913 "
665,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,26211.68,45039.07,293,2017, 154 
666,no,Private Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-49676.1,0,23,2017, -   
667,no,Private Sector,3,1,1,1,Alberta,no,Red,yes,N,13,Type 2,5791112.58,3622176.45,335,2017," 10,812 "
668,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,275478.62,84003.36,479,2017, 175 
669,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,193866.65,-275000,274,2017,"-1,004 "
670,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,24,Type 3,2065757.06,1603498.89,442,2017," 3,628 "
671,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,yes,N,7,Type 3,384324.81,568892.99,323,2017," 1,761 "
672,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-1189227.46,203306.1,394,2017, 516 
673,no,Private Sector,2,1,1,1,Ontario,no,Yellow,no,N,15,Type 3,1153780.86,610606.26,697,2017, 876 
674,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,508815.89,218133,264,2017, 826 
675,no,Private Sector,1,1,1,2,Alberta,no,Red,yes,N,1,Type 1,68229.67,42893,8,2017," 5,362 "
676,no,Private Sector,3,1,1,2,Ontario,no,Red,yes,N,13,Type 2,-644357.03,250403,6,2017," 41,734 "
677,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,585315.97,102135.76,74,2017," 1,380 "
678,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-1106133.37,511640.27,387,2017," 1,322 "
679,no,Private Sector,5,2,1,1,British Columbia,no,Green,no,N,16,Type 2,-7521170.48,48059309,1025,2017," 46,887 "
680,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,1,Type 2,119645.55,33334,6,2017," 5,556 "
681,no,Public Sector,2,2,1,3,Ontario,no,Yellow,no,N,7,Type 3,11712492.44,5113189.63,1177,2017," 4,344 "
682,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-54883.15,90910,363,2018, 250 
683,no,Public Sector,3,2,1,1,Alberta,no,Green,no,N,17,Type 2,11635959.67,12489568,1108,2017," 11,272 "
684,no,Private Sector,3,1,1,1,Alberta,no,Red,yes,N,13,Type 2,9100441.23,2949798.93,0,2018, -   
685,no,Private Sector,3,1,1,1,Ontario,no,Yellow,yes,N,7,Type 2,-426805.41,137192.53,342,2018, 401 
686,no,Private Sector,1,1,1,2,Alberta,no,Red,yes,N,1,Type 1,281568.02,1287,15,2018, 86 
687,no,Private Sector,1,1,1,2,Alberta,no,Red,yes,N,1,Type 1,221687.65,2361,39,2018, 61 
688,no,Private Sector,3,1,1,1,International,no,Yellow,yes,N,7,Type 3,68951.22,0,6,2018, -   
689,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,128706.85,172877.56,1006,2018, 172 
690,no,Private Sector,1,1,1,2,Ontario,no,Blue,yes,Y,11,Type 3,0,-0.24,0,2018, -   
691,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-1164922.3,649054.84,284,2018," 2,285 "
692,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-1806774.15,471601.85,200,2018," 2,358 "
693,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-114161.81,548273.85,424,2018," 1,293 "
694,no,Private Sector,3,1,1,1,Saskatchewan,no,Red,yes,N,13,Type 2,1460117.99,434599.95,393,2018," 1,106 "
695,no,Private Sector,3,1,1,1,Saskatchewan,no,Red,yes,N,13,Type 2,-87808.19,347772.46,438,2018, 794 
696,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,1,Type 3,460561.42,89508.49,224,2018, 400 
697,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,96541.65,982462.62,833,2018," 1,179 "
698,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-519707.66,532952.01,213,2018," 2,502 "
699,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-1599184.57,318256.05,125,2018," 2,546 "
700,no,Public Sector,5,2,1,3,Quebec,no,Indigo,no,N,15,Type 2,244990659.7,578734000,-24744,2015,"-23,389 "
701,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,1,Type 3,61668.78,23024.47,978,2018, 24 
702,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,1103558.1,5689342.62,2215,2018," 2,569 "
703,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,302555.88,73527.94,776,2018, 95 
704,no,Public Sector,2,2,1,3,Ontario,no,Yellow,no,N,7,Type 2,-3444517,1401949.02,1270,2018," 1,104 "
705,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-3901505.76,703239.4,463,2018," 1,519 "
706,no,Public Sector,2,2,1,3,Ontario,no,Yellow,no,N,7,Type 3,2377505.79,907427.53,183,2018," 4,959 "
707,no,Public Sector,5,2,1,6,Ontario,yes,Indigo,no,N,15,Type 2,-49812029.33,118402300.1,2190,2018," 54,065 "
708,no,Indirect Public/Utility,2,1,1,3,British Columbia,no,Red,yes,N,13,Type 3,-28803.17,-61302.14,126,2018,-487 
709,no,Private Sector,1,1,1,1,Alberta,no,Red,yes,N,13,Type 1,4472953.08,1872469.97,295,2018," 6,347 "
710,no,Indirect Public/Utility,2,1,1,3,British Columbia,no,Red,yes,N,13,Type 3,64706.63,-61302.14,95,2018,-645 
711,no,Private Sector,3,1,1,1,Alberta,no,Red,yes,N,13,Type 1,169576.4,53144,13,2018," 4,088 "
712,no,Private Sector,1,1,1,2,Alberta,no,Red,yes,N,1,Type 1,-11088.9,0,24,2018, -   
713,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,2125677.32,180230,363,2018, 497 
714,no,Public Sector,3,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,49957257.45,36075050,546,2018," 66,072 "
715,no,Indirect Public/Utility,2,1,1,3,British Columbia,no,Red,yes,N,13,No Type,51473.87,0,55,2018, -   
716,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,13,Type 3,53287.56,4361.4,0,2018, -   
717,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,13,Type 3,71359.4,2852.62,91,2018, 31 
718,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,2396524.62,2588972.78,1087,2018," 2,382 "
719,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-58663.32,55478.17,403,2018, 138 
720,no,Private Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-1072097.81,520767,1179,2018, 442 
721,no,Private Sector,3,2,2,1,Ontario,no,Red,yes,N,13,Type 2,244017.57,229145.04,394,2018, 582 
722,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,11413.99,18659.67,720,2018, 26 
723,no,Private Sector,3,1,1,1,Alberta,no,Red,yes,N,13,Type 1,199417.34,117356,713,2019, 165 
724,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,267709.49,90909.91,730,2019, 125 
725,no,Private Sector,3,1,1,1,Ontario,no,Yellow,yes,N,7,Type 2,-398293.91,137192.11,364,2019, 377 
726,no,Private Sector,1,1,2,1,Ontario,no,Red,yes,N,5,Type 1,114181.09,-368233.29,729,2019,-505 
727,no,Private Sector,1,1,1,2,Alberta,no,Red,yes,N,1,Type 1,67989.71,0,0,2019, -   
728,no,Private Sector,3,1,1,1,Alberta,no,Red,yes,N,13,Type 2,12164705.49,6170164.56,0,2019, -   
729,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,N,21,Type 3,-4266.05,75036.65,915,2017, 82 
730,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,N,21,Type 3,-631318.88,72471.2,21,2017," 3,451 "
731,no,Public Sector,3,2,1,1,Alberta,no,Red,yes,N,6,Type 2,475430.93,192610.17,204,2017, 944 
732,no,Public Sector,3,2,1,1,Alberta,no,Red,yes,N,6,Type 2,320165.94,30199.96,134,2017, 225 
733,no,Indirect Public/Utility,1,1,1,3,British Columbia,no,Red,yes,N,13,Type 1,3067.34,27600,396,2017, 70 
734,no,Private Sector,3,1,1,1,Alberta,no,Red,yes,N,13,Type 1,-931082.15,2944546.39,391,2017," 7,531 "
735,no,Private Sector,3,2,1,3,British Columbia,yes,Red,no,N,6,Type 2,27843.16,0,354,2017, -   
736,no,Public Sector,3,2,1,1,Ontario,no,Yellow,no,N,15,Type 2,1946403.83,0,272,2017, -   
737,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,21,Type 3,90117.55,649269,10,2017," 64,927 "
738,no,Public Sector,3,2,1,1,Alberta,no,Red,yes,N,6,Type 2,450249.06,310209.87,430,2017, 721 
739,no,Public Sector,3,2,1,1,Alberta,no,Red,yes,N,6,Type 2,227307.37,46637.99,300,2017, 155 
740,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,5,Type 3,3361027.15,5437623.94,427,2017," 12,734 "
741,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,-867690.42,1338194.05,2100,2016, 637 
742,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,N,21,Type 3,-462502,1018932.77,760,2017," 1,341 "
743,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,-1936028.37,1299122.91,1544,2017, 841 
744,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,186135.7,457345.99,287,2018," 1,594 "
745,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,325145.34,311726.97,385,2018, 810 
746,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,1217957.18,1761310.52,246,2018," 7,160 "
747,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,634720.38,612453.76,180,2018," 3,403 "
748,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,5,Type 3,4877765.51,5791750.06,364,2018," 15,911 "
749,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,5,Type 3,-363062.74,70049.97,367,2018, 191 
750,no,Indirect Public/Utility,1,2,1,3,Saskatchewan,no,Red,no,N,6,Type 1,247104.99,140321.14,210,2018, 668 
751,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,yes,N,7,Type 3,-58281.56,196948.31,189,2018," 1,042 "
752,no,Private Sector,2,4,1,1,Ontario,no,Yellow,no,N,19,Type 2,-3193.12,0,639,2018, -   
753,yes,Public Sector,3,2,1,1,British Columbia,yes,Green,no,N,16,Type 2,164067969.9,169018704.8,2100,2018," 80,485 "
754,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,692807.43,479512.59,182,2018," 2,635 "
755,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,yes,N,7,Type 3,90016.34,338449.35,120,2018," 2,820 "
756,no,Private Sector,3,2,1,1,Ontario,no,Red,yes,N,5,Type 2,2260409.72,2386183.87,805,2017," 2,964 "
757,no,Private Sector,3,1,1,1,Ontario,no,Red,yes,N,1,Type 1,108575.34,543650.91,299,2018," 1,818 "
758,no,Private Sector,3,1,1,1,Ontario,no,Red,yes,N,1,Type 1,627495.17,85256.2,299,2018, 285 
759,no,Indirect Public/Utility,3,2,1,1,Alberta,no,Red,yes,N,6,Type 2,374883.59,5336.02,331,2017, 16 
760,no,Indirect Public/Utility,1,1,1,1,Ontario,no,Blue,yes,Y,13,Type 1,3184978.88,3517678.49,1021,2018," 3,445 "
761,yes,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,21,Type 2,2852236.04,3256189.41,588,2018," 5,538 "
762,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,yes,Y,13,Type 3,4742993.53,1576762.96,456,2018," 3,458 "
763,yes,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,yes,N,25,Type 3,0,-6034532.34,239,2018,"-25,249 "
764,no,Indirect Public/Utility,3,2,1,1,Alberta,no,Red,yes,N,6,Type 2,71191.71,63005.94,204,2018, 309 
765,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,5,Type 3,1345725.81,1306364.64,257,2018," 5,083 "
766,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,5,Type 3,-389407.73,3157771.63,381,2018," 8,288 "
767,no,Indirect Public/Utility,4,2,2,3,Ontario,no,Blue,no,N,22,Type 2,425553.51,471160.8,906,2018, 520 
768,no,Indirect Public/Utility,3,2,1,3,Ontario,no,Blue,yes,N,21,Type 2,-0.01,0,1029,2017, -   
769,no,Indirect Public/Utility,4,2,1,3,Ontario,no,Blue,no,N,22,Type 2,5906312.47,5074805.35,875,2018," 5,800 "
770,yes,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,26,Type 3,-2353473.84,922798.63,231,2018," 3,995 "
771,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,yes,N,21,Type 3,0,-8773806.05,364,2018,"-24,104 "
772,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,yes,N,21,Type 3,-62.91,-5464544.37,1118,2018,"-4,888 "
773,no,Public Sector,3,2,1,1,Alberta,no,Red,no,N,6,Type 2,1479692.31,2547945.57,637,2018," 4,000 "
774,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 1,247150.83,413142.13,147,2018," 2,810 "
775,no,Public Sector,1,1,1,2,Ontario,no,Red,yes,N,6,Type 1,0,-2500000.06,728,2018,"-3,434 "
776,no,Indirect Public/Utility,3,2,1,1,Alberta,no,Blue,no,N,23,Type 3,-4041791.1,1228225.95,333,2018," 3,688 "
777,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,194751.91,115420.82,86,2018," 1,342 "
778,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,1213516.44,661865.32,111,2018," 5,963 "
779,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,324608.19,875874.99,529,2018," 1,656 "
780,no,Indirect Public/Utility,5,2,1,1,British Columbia,no,Green,no,N,16,Type 2,7226000,5199934,456,2018," 11,403 "
781,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,21,Type 3,-675649.41,852946.02,916,2018, 931 
782,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,969350.18,584945.46,194,2018," 3,015 "
783,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,473758,573746.09,194,2018," 2,957 "
784,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,N,21,Type 3,375753.15,1117644.65,1118,2018," 1,000 "
785,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 2,109075.3,42197.31,1248,2018, 34 
786,yes,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,218371.93,176126.19,1458,2018, 121 
787,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,44087.48,17261.89,1459,2018, 12 
788,no,Private Sector,3,2,1,1,Ontario,no,Red,yes,N,5,Type 2,0,-0.01,300,2019,-0 
789,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-7551.53,164483.61,364,2019, 452 
790,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,24,Type 3,312781.99,128528.06,463,2018, 278 
791,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,270154.97,243737.37,0,2019, -   
792,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,337537.27,653152.33,112,2019," 5,832 "
793,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,47082.93,37689.48,132,2019, 286 
794,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,231950.43,282348.49,81,2019," 3,486 "
795,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,567125.73,2679759.75,794,2019," 3,375 "
796,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,363367.91,161884.59,143,2019," 1,132 "
797,no,Private Sector,1,1,1,1,Ontario,no,Yellow,yes,N,7,Type 1,-27093.61,46135,730,2019, 63 
798,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,26523.17,611301.79,102,2019," 5,993 "
799,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-2431.44,22322.08,152,2019, 147 
800,no,Public Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,963807.05,619486.37,728,2018, 851 
801,no,Public Sector,5,2,1,6,Ontario,no,Yellow,no,N,17,Type 2,456433499.2,0,2678,2018, -   
802,no,Public Sector,5,1,1,1,Quebec,no,Green,yes,N,14,Type 3,2405068.19,3773648.9,822,2018," 4,591 "
803,no,Public Sector,3,2,1,1,Alberta,no,Red,no,N,6,Type 2,190850.16,103905.17,483,2018, 215 
804,no,Private Sector,2,1,1,2,Alberta,no,Red,yes,N,5,Type 3,161783.83,0,212,2018, -   
805,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,Y,21,Type 3,1005576.04,291354.81,1127,2018, 259 
806,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,58558.49,160987.91,728,2018, 221 
807,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,-13954.91,-122752.48,728,2018,-169 
808,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,Y,21,Type 3,2236054.25,7895432.5,1492,2018," 5,292 "
809,no,Public Sector,3,3,1,1,Ontario,no,Blue,yes,N,26,Type 2,56466.17,34510.17,-25570,2018,-1 
810,no,Public Sector,2,1,1,2,Ontario,no,Blue,no,N,21,Type 3,50586.3,79597.74,385,2018, 207 
811,no,Public Sector,2,1,1,1,Ontario,no,Blue,yes,N,26,Type 2,141282.21,42860.63,728,2018, 59 
812,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,0,-257269.55,728,2018,-353 
813,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,yes,N,21,Type 3,-92555.43,44547.66,728,2018, 61 
814,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,1839875.09,1289306.42,386,2018," 3,340 "
815,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,932506.56,583459.61,384,2018," 1,519 "
816,no,Private Sector,3,3,1,1,Ontario,no,Blue,yes,N,26,Type 2,-31238.27,26682.94,728,2018, 37 
817,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,102696.83,-179289.32,363,2019,-494 
818,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,409732.42,261967.52,363,2019, 722 
819,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,4537918.89,1812871.38,356,2019," 5,092 "
820,no,Private Sector,3,3,1,1,Ontario,no,Blue,no,N,26,Type 2,21666.35,44276.7,363,2019, 122 
821,no,Public Sector,5,2,1,6,Michigan,no,Yellow,no,N,17,Type 2,51484712.66,65646000,3043,2018," 21,573 "
822,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,-62540.82,27624.01,363,2019, 76 
823,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,1039110.12,582172.54,344,2019," 1,692 "
824,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,715255.6,595922.3,343,2019," 1,737 "
825,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,17185.21,-99052.09,363,2019,-273 
826,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,21,Type 3,1034445.94,237491.98,701,2019, 339 
827,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,34451.83,-96344.77,363,2019,-265 
828,no,Private Sector,1,1,2,1,Ontario,no,Red,yes,N,5,Type 1,-752162.05,334999,699,2019, 479 
829,no,Public Sector,3,2,1,1,Alberta,no,Red,yes,N,6,Type 2,932720.41,379529.93,0,2019, -   
830,no,Public Sector,4,2,1,1,British Columbia,no,Green,no,N,16,Type 2,48522397.55,43647297,1825,2019," 23,916 "
831,no,Indirect Public/Utility,1,1,1,2,Ontario,no,Blue,no,Y,13,Type 1,1388294.54,742978.57,729,2019," 1,019 "
832,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,46073.77,197806.31,729,2019, 271 
833,no,Public Sector,2,1,2,1,Saskatchewan,no,Green,yes,N,7,Type 3,496968.94,954522.91,320,2019," 2,983 "
834,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,176563.6,260876.18,729,2019, 358 
835,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 2,15271.97,311617.59,729,2019, 427 
836,no,Private Sector,3,2,1,1,Ontario,no,Red,yes,N,5,Type 2,0,0.28,300,2019, 0 
837,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,5936.78,36485.1,729,2019, 50 
838,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,79883.42,-111717,363,2019,-308 
839,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,1346267.98,641810.42,307,2019," 2,091 "
840,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,1197965.71,633920.17,305,2019," 2,078 "
841,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,0,-34142.88,363,2019,-94 
842,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,29280.04,-112212.95,363,2019,-309 
843,no,Public Sector,3,1,1,3,Ontario,no,Orange,no,N,3,Type 4,442834.73,0,364,2019, -   
844,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 1,94703.34,22574.89,1015,2019, 22 
845,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,710667.86,470490.29,238,2019," 1,977 "
846,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,49100.2,19147.71,363,2019, 53 
847,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,34548.77,-140539.87,363,2019,-387 
848,yes,Public Sector,3,2,1,1,Alberta,yes,Green,no,N,17,Type 2,-13221270.94,8160844.35,0,2019, -   
849,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,21,Type 3,406386.82,262315.33,1011,2019, 259 
850,no,Private Sector,3,2,1,1,New Brunswick,no,Red,yes,N,8,Type 2,-10066.84,42920.27,88,2019, 488 
851,yes,Public Sector,3,1,1,3,Ontario,no,Orange,no,N,3,Type 1,19252.05,0,364,2019, -   
852,no,Private Sector,3,2,1,1,New Brunswick,no,Red,yes,N,8,Type 2,-9768.29,24961.87,88,2019, 284 
853,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,60440.49,31925.68,729,2019, 44 
854,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,-270366.94,140184.43,285,2019, 492 
855,no,Private Sector,2,1,1,1,Alberta,no,Red,yes,N,1,Type 3,586162.18,50000,0,2019, -   
856,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,-61015.9,87263.92,274,2019, 318 
857,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,-59317.3,32584.3,274,2019, 119 
858,no,Indirect Public/Utility,2,1,2,2,New Brunswick,no,Blue,no,Y,27,Type 3,222311.53,293081.18,274,2019," 1,070 "
859,no,Indirect Public/Utility,2,1,2,1,Manitoba,no,Blue,no,N,27,Type 3,178517.4,319986.07,274,2019," 1,168 "
860,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,Y,11,Type 3,-1283325.58,-888147.22,1094,2019,-812 
861,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,Y,23,Type 3,42673.02,13382.79,729,2019, 18 
862,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,Y,13,Type 3,1977444.52,416001.51,-26017,2019,-16 
863,no,Private Sector,1,1,1,2,Alberta,no,Red,yes,N,1,Type 1,65579.69,0,0,2019, -   
864,no,Private Sector,1,1,1,2,Alberta,no,Red,yes,N,1,Type 1,284452.99,0,0,2019, -   
865,no,Public Sector,3,2,1,1,Ontario,no,Blue,no,N,23,Type 2,582501.47,279763.62,729,2019, 384 
866,yes,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,no,N,26,Type 3,1263240.59,1153604.14,729,2019," 1,582 "
867,yes,Public Sector,4,2,1,5,Ontario,no,Yellow,no,N,17,Type 2,20154651.93,75313494.24,1822,2019," 41,336 "
868,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,-7337.78,-175045.39,363,2019,-482 
869,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,yes,N,22,Type 3,49072.15,-53730.48,363,2019,-148 
870,no,Private Sector,3,2,1,2,Ontario,no,Orange,no,Y,3,Type 2,-183169.62,385505.15,364,2019," 1,059 "
871,no,Private Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,512414.87,375003.52,141,2019," 2,660 "
872,no,Private Sector,3,2,1,3,British Columbia,yes,Red,no,N,6,Type 2,15462.9,0,0,2019, -   
873,no,Private Sector,3,2,1,3,British Columbia,no,Red,no,N,6,Type 2,1227545.78,1447927,0,2019, -   
874,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,327731,172611.52,729,2019, 237 
875,no,Private Sector,1,1,1,2,Alberta,no,Red,yes,N,1,Type 1,6443.17,0,0,2019, -   
876,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,233747,1574830,2191,2019, 719 
877,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,294966.32,220255.1,220,2019," 1,001 "
878,no,Private Sector,2,1,2,1,Ontario,no,Yellow,yes,N,7,Type 3,232006.74,135512.72,143,2019, 948 
879,no,Indirect Public/Utility,2,1,2,2,Ontario,no,Blue,no,Y,23,Type 3,783469.89,600163.25,567,2019," 1,058 "
880,no,Indirect Public/Utility,3,2,2,3,Ontario,no,Blue,no,N,13,Type 2,23053.92,3160830,1094,2019," 2,889 "
881,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,256983.09,270968.34,252,2019," 1,075 "
