projid,external_management,client_base,risk,contract_type,Contractor_type,Delivery_model,state,jv,Sector,Profit Center Lock indicator,recur_revenue,Service_focus,Contract_type2,actual_margin,original_bid_margin,Days,start_year,Bid_margin_per_day
1323,no,Public Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-848809.19,244037.56,161,2022," 1,516 "
1324,no,Indirect Public/Utility,1,1,2,1,British Columbia,no,Red,no,N,6,Type 1,-9059.21,226292.46,0,2022, -   
1325,no,Public Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-56748.49,612197.27,155,2022," 3,950 "
1326,no,Private Sector,1,1,2,1,Ontario,no,Yellow,no,N,7,Type 3,-8044.45,430373.69,175,2022," 2,459 "
1327,no,Private Sector,1,1,2,1,Ontario,no,Yellow,no,N,7,Type 3,-52430.33,3051196.51,339,2022," 9,001 "
1328,no,Indirect Public/Utility,1,1,1,1,Ontario,no,Yellow,no,N,15,Type 1,-776456.11,318182,1135,2021, 280 
1329,no,Private Sector,1,1,2,1,Ontario,no,Yellow,no,N,7,Type 1,-434140.31,185185,364,2022, 509 
1330,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,no,N,7,Type 3,-47671.33,247979.87,356,2021, 697 
1331,no,Private Sector,2,1,1,1,Alberta,no,Red,no,N,13,Type 1,638972.61,1363689.69,0,2021, -   
1332,no,Public Sector,3,2,1,3,Manitoba,no,Green,no,N,17,Type 2,5149324.04,10422235.04,1457,2022," 7,153 "
1333,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,63160.75,-756924.28,360,2022,"-2,103 "
1334,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,22,Type 1,-1695234.63,-2406538.53,360,2022,"-6,685 "
1335,no,Private Sector,3,2,2,1,Tennessee,no,Orange,no,N,3,Type 1,216646.9,0,0,2022, -   
1336,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,no,N,7,Type 3,-742259.36,695560.3,322,2022," 2,160 "
1337,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,12,Type 2,-225796.99,25448.21,361,2022, 70 
1338,no,Indirect Public/Utility,2,2,2,1,Ontario,no,Blue,no,N,26,Type 2,-159505.97,-912935.66,360,2022,"-2,536 "
1339,no,Indirect Public/Utility,3,1,1,1,Ontario,no,Blue,no,N,21,Type 3,-148767.01,0,360,2022, -   
1340,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,-5756.98,576196.39,320,2022," 1,801 "
1341,no,Indirect Public/Utility,2,2,1,1,Ontario,no,Blue,no,N,26,Type 2,310582.23,-606849.23,360,2022,"-1,686 "
1342,no,Indirect Public/Utility,2,2,2,1,Manitoba,no,Blue,no,N,21,Type 2,32967.15,0,360,2022, -   
1343,no,Private Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,-25485.59,131075.34,178,2022, 736 
1344,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,21,Type 3,-26682.24,-880854.38,360,2022,"-2,447 "
1345,no,Private Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,-2027.56,184535.16,233,2022, 792 
1346,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,10,Type 3,-131804.85,33900,364,2022, 93 
1347,no,Private Sector,1,2,1,1,Ontario,no,Yellow,no,N,7,Type 3,5018.81,90910,360,2022, 253 
1348,yes,Public Sector,3,2,1,1,British Columbia,yes,Green,no,N,17,Type 2,3982147.57,8695423.04,0,2022, -   
1349,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,10424.34,-41742.13,724,2022,-58 
1350,no,Private Sector,2,1,1,1,Alberta,no,Red,no,N,1,Type 2,-314439.41,749415.81,0,2022, -   
1351,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,265916.74,-624643.4,360,2022,"-1,735 "
1352,no,Public Sector,3,2,1,3,Washington,no,Yellow,no,N,7,Type 2,1762984.12,-112221218.5,2159,2022,"-51,978 "
1353,no,Indirect Public/Utility,2,2,1,1,Manitoba,no,Blue,no,N,21,Type 2,-462031.7,0,360,2022, -   
1354,no,Indirect Public/Utility,3,2,2,1,Ontario,no,Blue,no,N,26,Type 2,-1173,-1126092.01,360,2022,"-3,128 "
1355,no,Indirect Public/Utility,2,2,1,1,British Columbia,no,Blue,no,N,21,Type 2,192877.52,-6860912.58,360,2022,"-19,058 "
1356,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,667952.4,-1610965.64,360,2022,"-4,475 "
1357,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,N,23,Type 1,-49728.76,-550887.97,360,2022,"-1,530 "
1358,no,Private Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,0,17154.82,256,2022, 67 
1359,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-41235.22,758339.54,490,2022," 1,548 "
1360,no,Private Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,0,40320.82,155,2022, 260 
1361,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,12,Type 2,-6950.52,25209,0,2022, -   
1362,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,N,23,Type 2,-72687.5,-307257.89,360,2022,-853 
1363,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-86816.9,994687.79,959,2022," 1,037 "
1364,no,Private Sector,3,2,1,1,Saskatchewan,no,Red,no,N,5,Type 2,-93530.46,6129777.26,0,2022, -   
1365,yes,Indirect Public/Utility,3,2,1,5,Quebec,no,Yellow,no,N,15,Type 2,13580502.37,22285825.35,2071,2022," 10,761 "
1366,yes,Indirect Public/Utility,3,2,1,5,Quebec,no,Yellow,no,N,15,Type 2,0,-10473218.88,2047,2022,"-5,116 "
1367,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,12,Type 2,-12537.59,16180,2188,2022, 7 
1368,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,N,23,Type 1,-11839.65,-34245.39,360,2022,-95 
1369,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-803098.68,2060624.02,729,2022," 2,827 "
1370,no,Public Sector,5,2,1,6,Ontario,yes,Indigo,no,N,15,No Type,-288.04,0,-27012,2021, -   
1371,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,N,23,Type 3,-425765.62,-1593473.46,360,2022,"-4,426 "
1372,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,12,Type 2,-39970.94,-83120.42,2188,2022,-38 
1373,no,Indirect Public/Utility,1,1,1,1,Ontario,no,Blue,no,N,13,Type 1,-92688.16,-3816217.33,360,2022,"-10,601 "
1374,no,Indirect Public/Utility,1,2,2,1,Yukon Territory,no,Blue,no,N,26,Type 2,-47888.55,-88003,360,2022,-244 
1375,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,N,27,Type 1,-75489.36,-505939.22,360,2022,"-1,405 "
1376,no,Indirect Public/Utility,1,1,1,1,Ontario,no,Blue,no,N,13,Type 1,105259.52,-653542.14,360,2022,"-1,815 "
1377,no,Indirect Public/Utility,1,1,1,1,Ontario,no,Blue,no,N,13,Type 1,151898.05,-633317.14,360,2022,"-1,759 "
1378,no,Private Sector,1,1,1,1,Ontario,no,Red,no,N,1,Type 1,-194139.17,265552.36,304,2022, 874 
1379,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,N,23,Type 1,-86229.86,-658384.65,360,2022,"-1,829 "
1380,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,Y,27,Type 1,-1536052.99,-7602497.11,360,2022,"-21,118 "
1381,no,Private Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,0,86049.91,105,2022, 820 
1382,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,-1429.56,58091.35,153,2022, 380 
1383,no,Public Sector,1,1,2,2,Ontario,no,Blue,no,Y,11,Type 1,-55188.57,-3046944.02,360,2022,"-8,464 "
1384,no,Public Sector,1,1,2,2,Ontario,no,Blue,no,Y,11,Type 1,0,-2027649.05,360,2022,"-5,632 "
1385,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,22,Type 1,0,-87818.09,360,2022,-244 
1386,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,Y,23,Type 1,0,-112786.86,360,2022,-313 
1387,no,Private Sector,3,1,2,1,Ontario,no,Orange,no,N,3,Type 1,-1071727.34,0,0,2022, -   
1388,yes,Public Sector,3,1,1,6,Ontario,no,Indigo,no,N,15,Type 1,-59951082.74,0,-32610,2022, -   
1389,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,2609.52,3117.82,2188,2022, 1 
1390,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-92115.89,5018302,883,2022," 5,683 "
1391,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,1984.6,-4176,2188,2022,-2 
1392,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,0,70424.06,134,2022, 526 
1393,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,0,40028.38,164,2022, 244 
1394,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,0,58235.95,194,2022, 300 
1395,no,Public Sector,2,1,1,1,Manitoba,no,Blue,no,Y,27,Type 1,-47866.73,-2386524.48,360,2022,"-6,629 "
1396,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,Y,27,Type 1,-371482.2,-1506422.8,360,2022,"-4,185 "
1397,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,-84325.1,50679.14,54,2022, 939 
1398,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,-5863.84,132887.84,1171,2021, 113 
1399,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,-1354.21,143225.76,110,2022," 1,302 "
1400,no,Public Sector,2,1,1,1,Alberta,no,Blue,no,Y,27,Type 1,-146731.79,-867835.95,360,2022,"-2,411 "
1401,no,Indirect Public/Utility,1,2,1,1,Ontario,no,Blue,no,N,23,Type 2,-172000.7,-451104.07,360,2022,"-1,253 "
1402,no,Private Sector,3,2,2,1,Utah,no,Orange,no,N,3,Type 1,-77544,-1669790.16,0,2022, -   
1403,no,Private Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,0,22503.71,101,2022, 223 
1404,no,Private Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,0,154963.04,150,2022," 1,033 "
1405,no,Public Sector,1,1,1,1,Alberta,no,Green,no,N,7,Type 3,-84296.2,405793.95,163,2022," 2,490 "
1406,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,13,Type 3,-25050.72,0,360,2022, -   
1407,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,6,Type 2,-64436.96,12275,2069,2022, 6 
1408,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,Y,23,Type 1,-13360.74,-200410.27,360,2022,-557 
1409,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,Y,23,Type 1,-16334.5,-128955.43,360,2022,-358 
1410,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,12,Type 2,4503,1873,0,2022, -   
1411,no,Private Sector,1,1,2,1,Ontario,no,Blue,no,Y,23,Type 1,0,-587778.42,360,2022,"-1,633 "
1412,no,Public Sector,2,1,1,1,Ontario,no,Blue,no,Y,27,Type 1,0,-198986.02,360,2022,-553 
1413,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,-1053467.71,946828.8,198,2022," 4,782 "
1414,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,-798.61,1250513.78,196,2022," 6,380 "
1415,no,Private Sector,1,1,1,1,Alberta,no,Red,no,N,1,Type 1,-346587.96,21210.02,0,2022, -   
1416,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,-206668.77,-1596953.29,360,2022,"-4,436 "
1417,no,Private Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,-37410.7,136246.59,134,2022," 1,017 "
1418,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,12,Type 2,16146.87,2800,0,2022, -   
1419,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,-103815.94,-23458671.35,560,2022,"-41,890 "
1420,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,N,23,Type 1,0,-212125.76,360,2022,-589 
1421,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,0,-335065.75,360,2022,-931 
1422,no,Public Sector,2,1,1,1,Newfoundland & Labr.,no,Blue,no,N,27,Type 1,-34103.66,-566646.14,1091,2022,-519 
1423,no,Public Sector,2,1,1,1,Alberta,no,Blue,no,N,27,Type 1,-2942.42,-2333686.54,1091,2022,"-2,139 "
1424,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,12,Type 2,-533.81,810,2188,2022, 0 
1425,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,0,121302.44,147,2022, 825 
1426,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,-1370.04,-4774.24,2188,2022,-2 
1427,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,N,23,Type 1,0,-238602.98,360,2022,-663 
1428,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,Y,23,Type 1,0,-154987.89,360,2022,-431 
